Country,Regulation Status,Policy Lever,Governance Type,Actor Involvement,Enforcement Level,Specific Laws,Sources,Last Updated,Confidence
Israel,"Israel has no dedicated AI statute in force; regulation remains policy-led and sector-based anchored in the December 2023 AI Policy ('Responsible Innovation'). The Protection of Privacy Law 1981 as modernised by Amendment 13 (effective August 2025) is the most concrete binding instrument touching AI, applying cross-sectorally to AI that processes personal data, but it is not an AI-specific law. The National AI Directorate (established October 2025, work plan approved May 2026) adds institutional impetus but has not yet translated into binding AI-specific rules.","The primary binding lever remains Amendment 13 to the Protection of Privacy Law (August 2025), supplemented by the PPA's May 2025 draft AI guidance and sector-level soft regulation; the Ministry of Justice published regulatory sandbox white papers in January 2025 and the National AI Directorate is rolling out compute and talent programmes. Institutional capacity has grown with the PPA's expanded enforcement powers and the new Directorate in the PM's Office, but resources and dedicated AI compliance infrastructure are still being built.","Governance sits between the PPA (data/privacy-AI lead with expanded Amendment 13 powers), the Ministry of Innovation, Science and Technology, the new National AI Directorate in the PM's Office, and sector regulators (finance, health, labour), giving a lead-body-plus-sectoral structure. Formal cross-body coordination mechanisms are nascent—the proposed AI Policy Coordination Centre within MIST has not yet been fully established—and Israel is a unitary state with no subnational AI regulatory role.","Industry participates through published consultations (e.g., PPA draft guidance, MOJ sandbox white papers) and working groups, while civil society and academia have limited, occasional advisory input rather than standing formal roles. Israel is an active OECD AI Working Party participant, pursues bilateral AI partnerships, and the May 2026 strategy explicitly targets Tier-1 positioning in global AI alliances (Pax Silica/US frameworks).","The PPA has imposed monetary sanctions (e.g., on EY and PwC Israel in March 2025 for PPL violations) and Amendment 13 significantly raises the penalty ceiling effective August 2025; the PPA conducts proactive AI system audits but routine, publicly published AI-specific enforcement actions remain limited and the Directorate does not yet have an enforcement remit.","Protection of Privacy Law 5741-1981 (Amendment 13, effective August 2025), National AI Policy (December 2023), National AI Directorate establishment (October 2025), Ministry of Justice Regulatory Sandbox Legislative Guidelines (January 2025)",https://digital.nemko.com/regulations/ai-regulation-israel|https://iclg.com/practice-areas/data-protection-laws-and-regulations/israel|https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-israel|https://letsdatascience.com/news/israel-approves-national-ai-strategy-prioritizes-talent-and-40c9f79b|https://oecd.ai/en/dashboards/policy-initiatives/national-program-for-artificial-intelligence-4541,2026-06-13,medium
Italy,"Italy has Law No. 132/2025 (in force October 10, 2025), the first dedicated national AI statute in the EU, complementing the directly applicable EU AI Act (Regulation 2024/1689). The law covers healthcare, employment, justice, IP, deepfakes, and minors' protection with dedicated criminal offenses, while two implementing decrees were approved by the Council of Ministers on June 10, 2026—making Italy the first EU member state to operationalize a comprehensive national framework—though additional decrees defining the full sanctioning and data/algorithm governance framework remain pending through October 2026.","Italy deploys the EU AI Act and Law 132/2025 (with criminal and administrative penalties) as multiple binding instruments, supplemented by Ministry of Labour AI-in-employment guidelines (December 2025), AgID draft guidelines for public administration under public consultation, and a €1 billion state-backed venture fund alongside joint AgID-ACN AI sandboxes; ACN and AgID are formally designated authorities with explicit AI remits, though dedicated AI-specific staffing remains modest relative to the scope of their mandates.","Italy's AI governance involves multiple national bodies—ACN (market surveillance and EU single point of contact), AgID (digital/public sector), Garante (data protection), Ministry of Justice, Ministry of Labour, and an inter-ministerial coordination committee at the Presidency of the Council of Ministers—providing both plurality and formal coordination structures; Italy is a centralized state with negligible subnational independent AI regulation, while courts play an emerging but still occasional role (Court of Rome annulled Garante's €15M OpenAI fine in March 2026).","Italy held the G7 AI governance chair in 2024, played an active role in EU AI Act negotiations, and benefits from EU coverage under the Council of Europe AI Framework Convention (CETS 225, 2024); domestically, industry and civil society participate through AgID public consultations and ministerial working groups, and an expert committee of academics developed the Italian AI Strategy 2024–2026, though none of these actors hold standing formal co-governance roles.","Italy has a comprehensive penalty framework including criminal imprisonment (1–5 years for deepfakes), administrative fines under the EU AI Act, and ACN as designated market surveillance authority with inspection and sanctioning powers; enforcement actions include the Garante's landmark ChatGPT ban (2023) and €15M fine (2024, though annulled by the Court of Rome in March 2026), while routine auditing and public monitoring reporting infrastructure is still being established as implementing decrees are finalized.","Law No. 132/2025 on Artificial Intelligence (2025), EU AI Act / Regulation (EU) 2024/1689 (2024), Italian Strategy for Artificial Intelligence 2024-2026 (2024), Ministry of Labour AI Guidelines No. 180/2025 (2025), Council of Europe Framework Convention on AI CETS No. 225 (2024)",https://www.gamingtechlaw.com/2026/06/italy-ai-act-implementing-decrees-2026/ | https://www.nortonrosefulbright.com/en/knowledge/publications/9bfedfea/italy-enacts-law-no-132-2025-on-artificial-intelligence-sector-rules-and-next-steps | https://cms.law/en/int/expert-guides/ai-regulation-scanner/italy | https://www.wsgr.com/en/insights/openai-prevails-in-landmark-italian-ai-and-gdpr-enforcement-case.html | https://www.agid.gov.it/en/intervention-areas/artificial-intelligence,2026-06-13,high
Jamaica,"Jamaica has no dedicated AI legislation enacted or formally in legislative process as of mid-2026. The Data Protection Act (2020) provides the only indirectly applicable framework, but it contains no AI-specific provisions; there are no binding AI rules in force or formally proposed.","No dedicated AI policy instruments, guidance documents, sandboxes, or AI-specific institutional bodies exist in Jamaica; the only relevant instrument remains the general Data Protection Act (2020), and no AI-specific capacity has been stood up.","AI oversight is not assigned to any specific authority; data protection responsibilities under the DPA sit with the Office of the Information Commissioner, but no multi-body coordination or independent AI review mechanism exists, and Jamaica's unitary structure leaves no sub-national regulatory role.","No domestic structured consultation processes involving industry, civil society, or academia for AI policy have been established; Jamaica participates at the international level through CARICOM regional discussions and is a signatory to the Santiago Declaration on AI ethics, giving it a limited international footprint.","No AI-specific enforcement framework, penalties, dedicated authority, or monitoring practice exists in Jamaica; the DPA's general data-protection sanctions are the only conceivably applicable mechanism but have not been applied to AI contexts.",Data Protection Act (2020),https://moj.gov.jm/sites/default/files/laws/The%20Data%20Protection%20Act.pdf|https://caricom.org|https://oecd.ai/en/dashboards/countries/Jamaica,2026-06-13,medium
Japan,"Japan's AI Promotion Act (enacted May 28, 2025; fully in force September 1, 2025) is a dedicated horizontal AI law covering all sectors, establishing the AI Strategy Headquarters, and requiring industry to 'endeavor to cooperate'; secondary Utilization Guidelines (December 19, 2025) and the Basic AI Plan (December 23, 2025) have been issued, with an APPI amendment bill entered the Diet in April 2026. The law is AI-specific and cross-sectoral, but private-sector obligations remain non-binding effort duties with no financial penalties, placing it below the EU AI Act standard on binding force.","Japan relies primarily on a mature, maintained suite of soft-law instruments—AI Business Operator Guidelines v1.1 (METI/MIC, March 2025), AI Utilization Guidelines (December 2025), Basic AI Plan (December 2025), and Hiroshima AI Process Principles—complemented by R&D investment programs, semiconductor export controls, and data-center infrastructure support under the Act; the AI Strategy Headquarters and the operationally active Japan AI Safety Institute (J-AISI, ~30+ staff) provide meaningful institutional capacity, though the AI Promotion Act itself creates only weak binding obligations on industry.","Governance is led by the AI Strategy Headquarters under the Prime Minister, formally coordinating across METI, MIC, Cabinet Office, and the PPC, with J-AISI handling safety evaluation; the National AI Strategy Council provides a multi-stakeholder forum including government, industry, academia, and civil society. No subnational AI regulation exists, and while general judicial review is available, no AI-specific independent review body or ombudsman has been established.","Industry holds formal roles through standing working groups and the AI Institutional Study Group; civil society and academia participate in the National AI Strategy Council and stakeholder hearings but without formal co-governance standing; internationally, Japan leads the G7 Hiroshima AI Process (66 countries, 38 organizations), participates in GPAI, the International Network of AI Safety Institutes, and agreed a 2026 HAIP Action Plan in Tokyo.","The AI Promotion Act contains no financial penalties; enforcement relies solely on a 'name-and-shame' public disclosure mechanism and backstop enforcement under existing sectoral laws (APPI, competition, product safety), with no AI-specific enforcement actions documented since the law's entry into force, while J-AISI publishes annual AI safety status reports and the PPC conducts ongoing APPI compliance monitoring.","Act on Promotion of Research and Development and Utilization of AI-Related Technology (AI Promotion Act, 2025), Act on the Protection of Personal Information (APPI, 2003, amended 2022, amendment bill 2026), AI Business Operator Guidelines v1.1 (2025), AI Utilization Guidelines (2025), Basic AI Plan (2025), Hiroshima AI Process International Guiding Principles (2023)",https://www.twobirds.com/en/capabilities/artificial-intelligence/ai-legal-services/ai-regulatory-horizon-tracker/japan|https://fpf.org/blog/understanding-japans-ai-promotion-act-an-innovation-first-blueprint-for-ai-regulation/|https://aisi.go.jp/|https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-japan|https://iapp.org/resources/article/global-ai-governance-japan,2026-06-13,high
Jordan,Jordan's AI regulatory framework remains non-binding as of mid-2026. The National AI Strategy and Implementation Plan (2023–2027) and the National Charter of Ethics for AI (published 2022) are both voluntary instruments; no binding AI-specific legislation has been enacted or is in active legislative process. The Personal Data Protection Law No. 24 of 2023 (in force since March 2024) incidentally touches AI use of personal data but is not an AI-specific instrument.,"Policy is driven by soft-law instruments—the AI Strategy (2023–2027), the AI Ethics Charter, and a Digital Transformation Strategy (2026–2028)—with no binding regulatory instruments. MoDEE hosts a dedicated AI division with limited resources, and some capacity-building programs exist through partnerships with UNIDO, UN ESCWA, and bilateral partners, but no formal sandbox or broad funding program is operational.","AI governance is centralized under MoDEE's AI division as the single lead body, with no independent sectoral AI regulators and no dedicated AI enforcement authority. Coordination across government entities exists informally through strategy implementation structures; Jordan is a unitary state with no subnational AI governance role.","The AI Ethics Charter was developed with input from public, private sector, civil society, and academia in a consultation process, but no standing formal roles exist; Jordan participates in regional AI forums and has bilateral cooperation with UAE and EU partners, and has engaged with UNIDO, UN ESCWA, and ITU, qualifying it as a signatory-level international participant.","No AI-specific sanctions framework exists; the MoDEE AI division is the closest body to a designated authority but lacks an explicit enforcement remit or dedicated compliance resources, and no AI enforcement actions or systematic monitoring have been publicly reported.","Jordanian AI Policy (2020), National Charter of Ethics for Artificial Intelligence (2022), Jordanian Artificial Intelligence Strategy and Implementation Plan 2023-2027, Personal Data Protection Law No. 24 of 2023, National Digital Transformation Strategy 2026-2028",https://dig.watch/resource/jordanian-artificial-intelligence-strategy-and-implementation-plan-2023-2027|https://www.dataguidance.com/jurisdictions/jordan|https://accesspartnership.com/opinion/access-alert-jordans-draft-national-charter-for-the-ethics-of-artificial-intelligence-is-open-for-public-consultation/|https://www.modee.gov.jo/ebv4.0/root_storage/en/eb_list_page/jordanian_digital_transformation_strategy_and_the_implementation_plan_2026-2028.pdf|https://oxfordinsights.com/insights/spotlight-series-jordan/,2026-06-13,medium
Kazakhstan,"Kazakhstan's Law No. 230-VIII 'On Artificial Intelligence' (signed November 17, 2025, in force January 18, 2026) is the first comprehensive binding AI statute in Central Asia, covering developer, owner, and user obligations with seven guiding principles and a risk-based structure across most sectors. The Digital Code, which will consolidate and expand the digital/AI framework further, is set to take effect July 11, 2026. While the primary law is in force, secondary regulations and full implementation guidance are still being developed, keeping implementation at a partial stage.","Kazakhstan has one dedicated binding AI instrument (Law No. 230-VIII) supplemented by the forthcoming Digital Code; soft-law guidance remains limited with a unified Digital Qazaqstan conceptual document in preparation. Economic tools include the $1B Qazaqstan Venture Group, Astana Hub Ventures for startups, and the Alem.ai international center targeting $5B in AI solution exports, while the newly established Ministry of AI and Digital Development is operational but still building full compliance infrastructure.","AI governance is strongly centralized under the Ministry of Artificial Intelligence and Digital Development (established September 2025), with limited formal coordination mechanisms across other sectoral bodies still being established under the Digital Code framework. Kazakhstan is a unitary state with no meaningful subnational AI regulatory role, and independent judicial or ombudsman review of AI matters is nascent at best.","Industry and academia have some advisory input through bodies like Alem.ai and government-linked university partnerships, but structured civil society consultation in Kazakhstan's AI governance process is not formally established given the country's political context. Internationally, Kazakhstan leads Central Asian AI governance, cooperates with CIS on standards, holds an International AI Advisory Council under the President, and participates in Gulf state and Eurasian partnerships.","Administrative fines (15–200 MCI) for violations of AI obligations are defined in the Code of Administrative Offenses, with potential suspension or prohibition of AI systems, and the Digital Code (effective July 2026) is expected to expand sanctions; however, no public enforcement actions have been reported since the law entered force in January 2026, and routine auditing practices are not yet operational.","Law No. 230-VIII 'On Artificial Intelligence' (2025), Digital Code of the Republic of Kazakhstan (2026), Presidential Decree 'Year of Digitalization and Artificial Intelligence' (2026), Digital Qazaqstan Strategy",https://www.loc.gov/item/global-legal-monitor/2026-01-12/kazakhstan-new-law-introduces-rules-for-ai-systems-operating-in-the-country|https://www.kinstellar.com/news-and-insights/detail/4081/the-year-of-digitalisation-and-ai-in-kazakhstan-new-regulations|https://www.mondaq.com/new-technology/1747632/ai-regulation-and-the-ministry-of-artificial-intelligence-in-kazakhstan|https://primeminister.kz/en/news/year-of-digitalization-and-artificial-intelligence-in-kazakhstan-the-government-has-identified-a-key-priority-the-introduction-of-technologies-across-all-sectors-of-the-economy-30934|https://www.legal500.com/developments/press-releases/the-law-of-the-republic-of-kazakhstan-dated-november-17-2025-no-230-viii-on-artificial-intelligence-was-adopted/,2026-06-13,high
Kenya,"Kenya's Artificial Intelligence Bill, 2026 (Senate Bills No. 4 of 2025), published in the Kenya Gazette on 19 February 2026 and read a First Time in the Senate on 2 April 2026, is squarely in the legislative process but has not been enacted — it must pass both chambers before presidential assent. The Bill establishes a dedicated, risk-based horizontal framework modelled in part on the EU AI Act, covering high-risk systems, mandatory registration, and criminal penalties, making it AI-specific in design; however, nothing binding is yet in force and only the Data Protection Act (2019) currently applies to AI-adjacent conduct.","No binding AI-specific instrument is in force; the Data Protection Act (2019) and its ODPC-issued guidelines provide the only operational regulatory floor. Kenya's National AI Strategy (2025–2030) allocates KES 152 billion over five years and articulates sector-specific guidelines for media and finance, and the ODPC has issued draft compliance-audit and data-sharing codes, but dedicated AI institutions remain unestablished pending the Bill's enactment.","Currently the Ministry of Information, Communications and the Digital Economy (MICDE) leads AI policy coordination and the ODPC handles data-related AI enforcement, constituting a modest two-body arrangement with ad hoc coordination rather than a formalised multi-regulator structure. The proposed AI Commissioner and AI Authority would significantly expand regulator plurality, but they do not yet exist; sub-national (county) involvement in AI governance is absent, and judicial or independent review of AI decisions remains occasional and untested.","Senate committee stakeholder retreats (May 2026, Naivasha) brought together industry, regulators, and civil society organisations including KICTANet and Amnesty International Kenya, which submitted formal memoranda on the Bill, indicating meaningful if not yet institutionalised consultation. Kenya is internationally active as AU Champion on Institutional Reform under President Ruto, participates in Smart Africa Alliance, co-hosted the Africa Forward Summit 2026, and engages with OECD AI governance work, though formal treaty-level AI obligations remain limited.","The AI Bill defines criminal penalties and fines for its proposed regime but is not law; the ODPC has imposed data-protection fines (e.g., against Brainstorm Insurance Brokers and Nairobi Hospital) that incidentally touch AI-related personal-data processing, and PwC notes Kenya entering a more structured enforcement phase in 2026, but no dedicated AI enforcement authority or routine AI-specific auditing exists yet.","Artificial Intelligence Bill, 2026 (Senate Bills No. 4 of 2025), Data Protection Act (2019), Computer Misuse and Cybercrimes Act (2018), National AI Strategy (2025–2030)","https://www.parliament.go.ke/sites/default/files/2026-04/Bill%20Digest%20-%20The%20Artificial%20Intelligence%20Bill,%20No.4%20of%202026.pdf|https://bowmanslaw.com/insights/kenya-artificial-intelligence-bill-2026-proposed-too-soon/|https://www.kictanet.or.ke/document/memorandum-on-the-artificial-intelligence-bill-2026-senate-bills-no-4-of-2025/|https://www.odpc.go.ke/determinations-2026/|https://www.techinafrica.com/ai-regulation-africa-2026-new-laws-compliance-startup-opportunities/",2026-06-13,medium
Kiribati,"Kiribati has no AI-specific legislation, no binding AI rules, and no known draft AI legislation as of June 2026. The government's digital policy focus remains on basic ICT connectivity, e-government foundations, and climate resilience, with no AI governance activity recorded.","No binding AI instruments, guidance documents, AI-specific funding programs, or dedicated AI institutional bodies exist in Kiribati; the country lacks the administrative infrastructure and resources to implement such mechanisms.","There is no AI governance structure in Kiribati; no regulatory authority, coordination mechanism, or independent review body has been established for AI, and the country's small, highly centralized government means no subnational AI role exists.","No structured industry, civil society, or academic consultation on AI policy exists domestically, and Kiribati has not been identified as a signatory to any international AI governance declarations or standards processes as of 2026.","No AI enforcement framework, penalties, dedicated authority, or monitoring practice exists in Kiribati, consistent with the complete absence of any AI regulatory instrument.",,https://www.mict.gov.ki|https://oecd.ai/en/dashboards/countries/Kiribati,2026-06-13,low
Kosovo,"Kosovo has no dedicated AI legislation, no binding AI-specific rules, and no national AI strategy formally adopted as of mid-2026. The country relies exclusively on general data protection law aligned with GDPR through the Information and Privacy Agency, which incidentally touches AI only insofar as personal data processing is involved.","Kosovo has no AI-specific policy instruments of any kind—no binding rules, no published AI guidance or codes of practice, no AI-targeted funding or sandbox programs, and no dedicated AI institutional body; the Information and Privacy Agency handles data protection with no explicit AI mandate or resources.","AI governance in Kosovo is effectively non-existent as a structured system; the Information and Privacy Agency is the sole body with any tangential relevance to AI via data protection, there are no formal inter-agency coordination mechanisms for AI, no subnational AI regulatory role, and no established independent review or ombudsman function for AI-related matters.","There is no structured domestic engagement of industry, civil society, or academia in AI policy processes in Kosovo; internationally, Kosovo participates in some Western Balkan and EU accession-related dialogues that touch on digital governance, providing a minimal foothold in broader European AI policy conversations but without formal treaty or standards commitments.","There is no AI enforcement framework, no designated authority with an AI remit, no sanctions defined for AI-specific violations, and no monitoring or auditing practice related to AI systems in Kosovo.",Law No. 06/L-082 on Personal Data Protection (2019),https://www.privacy.rks-gov.net | https://oecd.ai/en/dashboards/countries/Kosovo | https://digitalwatch.giganet.net/artificial-intelligence/national-ai-policies/,2026-06-13,medium
Kuwait,"Kuwait has a publicly available draft National AI Strategy (2025–2028) and participates in regional AI declarations, but no AI-specific legislation has been enacted and no binding AI rules are in force; the proposed Public Authority for AI has not been formally established by parliament. Existing coverage of AI relies entirely on general ICT, cybersecurity (CITRA, National Cybersecurity Center Decision No. 37/2022), and data-governance instruments that only incidentally touch AI.","Kuwait's only operative policy levers are soft commitments: the draft National AI Strategy (2025–2028), CAIT's digital-transformation mandate, and nascent pilot programmes including a planned AI Centre of Excellence; no binding AI-specific instruments exist, and dedicated institutional capacity for AI oversight remains embryonic.","AI-related responsibilities are fragmented across CAIT, CITRA, and the National Cybersecurity Center without a formal coordination mechanism; Kuwait is a unitary state with no sub-national regulatory role, and there is no active judicial or independent body shaping AI rules.","Industry engagement is limited to ad-hoc partnerships (e.g. Microsoft/CAIT collaboration) and Kuwait Chamber of Commerce validation sessions; civil society is essentially absent from domestic AI policy processes; Kuwait hosted the DCO 5th General Assembly in February 2026 and adopted the Kuwait Declaration on Responsible AI, reflecting active regional/international engagement.","No AI-specific enforcement framework, penalties, dedicated authority, or monitoring mechanism exists; general ICT fines apply incidentally but no AI-targeted enforcement action has been recorded.","Kuwait National AI Strategy 2025-2028 (draft), Kuwait Vision 2035 (2017), National Cybersecurity Center (Decision No. 37 of 2022), CITRA Data Governance Framework",https://dig.watch/resource/the-kuwait-national-ai-strategy-2025-2028-draft|https://blogs.loc.gov/law/2024/12/falqs-ai-regulations-in-the-gulf-cooperation-council-member-states-part-two/|https://dco.org/media/digital-cooperation-organization-concludes-5th-general-assembly-with-adoption-of-the-kuwait-declaration-on-responsible-ai-for-global-digital-prosperity/|https://www.legal500.com/firms/238128-gla-company/c-kuwait/news-and-developments/kuwaits-ai-revolution-law-cloud-and-cybersecurity-at-the-core-of-digital-transformation|https://www.agbi.com/analysis/ai/2026/02/kuwaits-dedication-to-ai-rollout-faces-challenges/,2026-06-13,medium
Kyrgyzstan,"Kyrgyzstan has no binding AI-specific legislation in force or formally tabled in its parliament as of mid-2026. The Digital Code (2023) provides a general digital governance framework that may incidentally apply to some AI use, but no dedicated AI statute exists and no draft AI law is confirmed to be in the legislative process.","The main policy levers remain soft: a National Council on AI was established to coordinate strategy development, and a national AI strategy is reportedly under preparation, but no binding instruments, sandbox programs, or substantial dedicated funding mechanisms have been publicly confirmed.","AI governance is centralized around the National Council on AI under executive authority with limited multi-body coordination; sub-national entities play no independent AI governance role, and there is no established judicial or independent-body review mechanism specifically for AI matters.","Stakeholder engagement is nascent: some consultations are reported in the strategy preparation process, but civil society participation is not institutionalized; Kyrgyzstan participates in CIS and Central Asian regional digital cooperation forums but has not signed dedicated multilateral AI governance instruments.","There is no AI-specific enforcement framework, no recorded enforcement actions, no authority with an explicit AI compliance remit, and no AI monitoring or audit regime in place.",Digital Code (2023),https://digital.gov.kg | https://oecd.ai/en/dashboards/countries/Kyrgyzstan,2026-06-13,low
Laos,"Laos has no binding AI-specific legislation, no AI strategy, and no draft AI laws as of mid-2026. General ICT frameworks such as the Law on Telecommunications and the Law on Electronic Transactions exist but do not address AI. No AI governance instruments have been initiated at any stage of a legislative process.","No AI-specific policy instruments of any kind exist in Laos; the country relies entirely on pre-AI general ICT regulations administered by the Ministry of Technology and Communications, with no dedicated AI funding programs, sandboxes, guidance documents, or institutional bodies.","Any AI-adjacent oversight would default to a single central body, the Ministry of Technology and Communications, with no multi-regulator framework, no formal coordination mechanisms, no subnational regulatory role, and no independent judicial or civil oversight active in the AI domain.","Domestic industry, civil society, and academia have no structured role in AI policy; Laos participates passively in ASEAN digital economy initiatives and has nominal exposure to ASEAN AI governance declarations but has not signed or engaged with any substantive international AI-specific commitments.","There is no AI enforcement framework, no designated authority with an AI remit, no sanctions structure, and no monitoring or audit activity related to AI systems in Laos.","Law on Telecommunications (2011), Law on Electronic Transactions (2012)",https://www.mcit.gov.la | https://oecd.ai/en/dashboards/countries/Laos | https://asean.org/asean2025-forging-ahead-together/,2026-06-13,low
Latvia,"Latvia directly applies the EU AI Act (in force from August 2024, with major obligations from August 2025 and February 2025 for prohibited AI), which constitutes binding horizontal AI legislation. Latvia additionally enacted the Law on the Latvian Artificial Intelligence Centre (Mākslīgā intelekta centra likums, adopted 6 March 2025, in force 20 March 2025), creating a national AI coordination and sandbox institution. Implementation is partially in force: core EU AI Act obligations apply from August 2025, national competent authority designations were completed per the VARAM plan (PTAC as market surveillance lead, Ombudsman for fundamental rights), but the AI Centre was still building operational capacity through 2025–2026, and secondary sandbox regulations were pending finalization.","Latvia's primary binding instrument is the EU AI Act supplemented by the national AI Centre Law; soft law guidance is limited to EU AI Office materials and early national guidance rather than a mature national suite. Economic tools include EU-funded AI initiatives and the planned regulatory sandbox for high-risk AI projects. The AI Centre (NMIC) was expected operational by 2025–2026 but remains in build-out phase, so institutional capacity is designated and partially resourced rather than fully mature.","Latvia uses a lead-body plus sectoral regulator model: PTAC leads market surveillance for AI Act, with the Health Inspectorate, Civil Aviation Agency, Maritime Administration, and other agencies covering their sectors; the Ombudsman handles fundamental rights; formal coordination between authorities is mandated by the VARAM implementation plan but still formalizing. Latvia is a unitary state with no meaningful subnational AI role, and courts and the Ombudsman provide some independent checks.","Industry participated in the AI Centre Law drafting and public consultation processes; academia is represented in the NMIC structure linking universities and the public sector; civil society engagement is limited to periodic consultation rather than standing roles. Latvia participates in the EU AI Board, Baltic digital cooperation frameworks, and the OECD EU Coordinated Plan on AI implementation process.","The EU AI Act's comprehensive penalty framework (up to €35M or 7% global turnover) applies in Latvia, with PTAC and sector inspectorates designated as market surveillance authorities, but as of mid-2026 there are no known published enforcement actions under the AI Act and systematic AI-specific monitoring is not yet routinely practiced.","EU AI Act (Regulation (EU) 2024/1689, 2024), Law on the Latvian Artificial Intelligence Centre (Mākslīgā intelekta centra likums, 2025), Digital Transformation Guidelines 2021-2027 (2020), Latvia National AI Strategy (2020, considered outdated)",https://www.varam.gov.lv/en/article/latvia-takes-step-towards-safe-and-responsible-artificial-intelligence-government-examines-implementation-plan-ai-act|https://regulations.ai/regulations/RAI-LV-NA-LAICMXX-2025|https://www.varam.gov.lv/en/article/cabinet-ministers-supports-establishment-national-centre-artificial-intelligence|https://www.oecd.org/en/publications/progress-in-implementing-the-european-union-coordinated-plan-on-artificial-intelligence-volume-1_6d530a88-en/latvia_e743b53f-en.html|https://artificialintelligenceact.eu/national-implementation-plans/,2026-06-13,medium
Lebanon,"Lebanon has no binding AI legislation, no draft AI law in any legislative process, and no AI-specific regulatory instrument of any kind. The country's prolonged economic collapse, governmental dysfunction, and political paralysis have entirely precluded any formal AI governance activity, leaving all sub-indicators at the floor.","No policy mechanisms of any type — binding or non-binding — exist for AI in Lebanon. There are no dedicated AI funding programs, regulatory sandboxes, published guidance, codes of practice, or institutional bodies with any AI remit, as the broader state apparatus lacks the capacity to establish them.","Lebanon possesses no AI governance structure whatsoever; there is no lead authority, no sectoral regulator with an AI remit, no formal coordination mechanism, and no independent review body engaged with AI. Sub-national entities play no role in AI policy, and courts have not engaged with AI-specific legal questions in any structured way.","There is no structured involvement of industry, civil society, or academia in any domestic AI policy process in Lebanon, as no such process exists. Lebanon has not meaningfully participated in international AI governance forums, declarations, or standards bodies, reflecting its broader diplomatic and economic isolation.","No AI enforcement framework, penalties, monitoring regime, or dedicated enforcement authority exists in Lebanon; there have been zero AI-related enforcement actions of any kind.",,https://oecd.ai/en/dashboards/countries/Lebanon|https://www.lebanon.gov.lb,2026-06-13,low
Lesotho,"Lesotho has no dedicated AI legislation, strategy, or binding regulatory framework as of June 2026. The country relies solely on general ICT and telecommunications law that predates AI considerations, with no AI-specific instrument drafted or proposed in any legislative process.","No AI-specific policy instruments, guidance documents, funding programs, or dedicated institutional bodies exist; Lesotho's digital governance is handled by the Lesotho Communications Authority under general ICT mandates without any AI-specific capacity.","All ICT-adjacent governance is centralised under a single national regulator (Lesotho Communications Authority) with no multi-body coordination, no subnational AI role, and no independent review mechanism addressing AI systems.","There is no structured domestic engagement of industry, civil society, or academia on AI policy; Lesotho's only indirect international connection is through SADC digital economy frameworks, but the country has not signed AI-specific international declarations or participated actively in global AI governance fora.","No AI enforcement framework, penalties, dedicated authority, or monitoring mechanisms exist in Lesotho.","Lesotho Communications Authority Act (2000), Electronic Transactions and Commerce Act (2008)",https://www.lca.org.ls | https://oecd.ai/en/dashboards/countries/Lesotho,2026-06-13,low
Liberia,"Liberia has no dedicated AI legislation, national AI strategy, or any binding AI-specific regulatory instrument as of mid-2026. General telecommunications and ICT frameworks exist but do not address AI systems in any targeted way.","No policy mechanisms—binding or non-binding—have been developed for AI governance in Liberia; there are no sandboxes, funding programs, or designated AI bodies of any kind.","Any AI-adjacent oversight would default to the Liberia Telecommunications Authority under general ICT law; there is no multi-body coordination, no subnational AI role, and no independent review mechanism specific to AI.","Domestic industry, civil society, and academia have no structured role in AI governance; Liberia's only relevant international linkage is nominal African Union membership, where continental AI policy discussions (the AU Continental AI Strategy) are underway but Liberia has not actively participated.","No AI-specific enforcement framework, penalties, designated authority, or monitoring practice exists in Liberia.",,https://www.lta.gov.lr | https://au.int/en/ai,2026-06-13,low
Libya,"Libya has no binding AI legislation, no draft AI law in any legislative process, and no sector-specific AI rules. The country's ongoing political fragmentation between rival authorities in Tripoli and the east precludes any coordinated regulatory development. All sub-indicators remain at the floor.","No policy instruments of any kind exist for AI governance in Libya; there are no published strategies, guidance documents, sandbox programs, or dedicated institutional bodies with AI mandates. State capacity for AI policy development is effectively absent.","Libya has no AI regulatory authority of any kind and no coordination mechanisms; competing parallel governments (GNU in Tripoli and HoR/LNA-aligned administration in the east) mean there is no unified governance structure, no subnational AI role, and no independent judicial or ombudsman review of AI systems.","No structured domestic stakeholder engagement on AI policy exists; civil society, industry, and academia have no formal or informal role in AI governance, and while Libya holds nominal AU membership where AI frameworks have been discussed, there is no meaningful domestic operationalization of any international AI commitment.","No AI enforcement framework, sanctions, dedicated authority, or monitoring practice of any kind exists in Libya.",,https://au.int/en/ai | https://oecd.ai/en/dashboards/countries/Libya,2026-06-13,low
